Car_Number,Arrive,Depart,Wait,Direction
11816,74168,74168,0,E
11817,74168,74168,0,W
11812,74136,74190,54,N
11815,74161,74190,29,S
11818,74180,74192,12,N
11821,74209,74210,1,S
11823,74224,74224,0,N
11820,74197,74236,39,E
11819,74191,74236,45,W
11824,74226,74238,12,E
11822,74214,74238,24,W
11825,74237,74240,3,W
11826,74255,74256,1,E
11828,74260,74260,0,W
11831,74284,74284,0,E
11830,74283,74284,1,W
11829,74268,74296,28,N
11827,74257,74296,39,S
11832,74305,74306,1,S
11834,74312,74312,0,N
11835,74313,74340,27,E
11833,74306,74340,34,W
11837,74342,74342,0,E
11836,74329,74342,13,W
11838,74352,74352,0,W
11841,74371,74372,1,E
11842,74375,74376,1,W
11843,74398,74398,0,W
11840,74356,74400,44,N
11839,74353,74400,47,S
11844,74400,74402,2,N
11846,74401,74402,1,S
11849,74444,74444,0,N
11845,74400,74446,46,E
11847,74421,74446,25,W
11848,74429,74448,19,E
11850,74444,74448,4,W
11852,74458,74458,0,E
11853,74467,74468,1,W
11854,74487,74488,1,E
11856,74490,74490,0,W
11855,74488,74506,18,N
11851,74449,74506,57,S
11857,74497,74508,11,S
11860,74532,74532,0,N
11862,74545,74546,1,S
11859,74516,74550,34,E
11858,74513,74550,37,W
11863,74545,74552,7,E
11861,74536,74552,16,W
11864,74559,74560,1,W
11865,74574,74574,0,E
11867,74582,74582,0,W
11869,74603,74604,1,E
11870,74605,74606,1,W
11866,74576,74610,34,N
11868,74593,74610,17,S
11871,74620,74620,0,N
11874,74641,74642,1,S
11873,74632,74656,24,E
11872,74628,74656,28,W
11875,74651,74658,7,W
11876,74661,74662,1,E
11878,74674,74674,0,W
11880,74690,74690,0,E
11881,74697,74698,1,W
11877,74664,74716,52,N
11879,74689,74716,27,S
11882,74708,74718,10,N
11885,74737,74738,1,S
11888,74752,74752,0,N
11883,74719,74760,41,E
11884,74720,74760,40,W
11887,74748,74762,14,E
11886,74743,74762,19,W
11889,74766,74766,0,W
11890,74777,74778,1,E
11892,74789,74790,1,W
11894,74806,74806,0,E
11895,74812,74812,0,W
11893,74796,74820,24,N
11891,74785,74820,35,S
11896,74833,74834,1,S
11899,74840,74840,0,N
11897,74835,74866,31,E
11898,74835,74866,31,W
11901,74864,74868,4,E
11900,74858,74868,10,W
11903,74881,74882,1,W
11905,74893,74894,1,E
11906,74904,74904,0,W
11907,74922,74922,0,E
11904,74884,74926,42,N
11902,74881,74926,45,S
11909,74928,74928,0,N
11910,74929,74930,1,S
11912,74951,74970,19,E
11908,74927,74970,43,W
11911,74950,74972,22,W
11914,74973,74974,1,W
11916,74980,74980,0,E
11917,74996,74996,0,W
11918,75009,75010,1,E
11920,75019,75020,1,W
11913,74972,75030,58,N
11915,74977,75030,53,S
11919,75016,75032,16,N
11921,75025,75032,7,S
11924,75060,75060,0,N
11927,75073,75074,1,S
11922,75038,75076,38,E
11923,75042,75076,34,W
11926,75067,75078,11,E
11925,75065,75078,13,W
11928,75088,75088,0,W
11929,75096,75096,0,E
11931,75111,75112,1,W
11933,75125,75126,1,E
11934,75134,75134,0,W
11930,75104,75136,32,N
11932,75121,75136,15,S
11935,75148,75148,0,N
11938,75169,75170,1,S
11936,75154,75180,26,E
11937,75157,75180,23,W
11939,75180,75182,2,W
11940,75183,75184,1,E
11942,75203,75204,1,W
11943,75212,75212,0,E
11945,75226,75226,0,W
11941,75192,75240,48,N
11944,75217,75240,23,S
11946,75236,75242,6,N
11949,75265,75266,1,S
11952,75280,75280,0,N
11947,75241,75286,45,E
11948,75249,75286,37,W
11950,75270,75288,18,E
11951,75272,75288,16,W
11953,75295,75296,1,W
11954,75299,75300,1,E
11956,75318,75318,0,W
11958,75328,75328,0,E
11959,75341,75342,1,W
11957,75324,75346,22,N
11955,75313,75346,33,S
11961,75361,75362,1,S
11963,75368,75368,0,N
11960,75357,75390,33,E
11962,75364,75390,26,W
11964,75386,75392,6,E
11965,75387,75392,5,W
11967,75410,75410,0,W
11969,75415,75416,1,E
11970,75433,75434,1,W
11971,75444,75444,0,E
11968,75412,75450,38,N
11966,75409,75450,41,S
11972,75456,75456,0,N
11974,75457,75458,1,S
11975,75473,75496,23,E
11973,75456,75496,40,W
11976,75479,75498,19,W
11978,75502,75502,0,E
11979,75502,75502,0,W
11981,75525,75526,1,W
11982,75531,75532,1,E
11984,75548,75548,0,W
11977,75500,75556,56,N
11980,75505,75556,51,S
11983,75544,75558,14,N
11985,75553,75558,5,S
11988,75588,75588,0,N
11986,75560,75600,40,E
11987,75571,75600,29,W
11989,75589,75602,13,E
11990,75594,75602,8,W
11993,75618,75618,0,E
11992,75617,75618,1,W
11995,75645,75646,1,W
11996,75653,75654,1,E
11994,75632,75660,28,N
11991,75601,75660,59,S
11997,75659,75662,3,S
11999,75685,75686,1,N
12000,75688,75706,18,E
11998,75673,75706,33,W
12001,75701,75708,7,W
12003,75723,75724,1,E
12004,75729,75730,1,W
12007,75758,75758,0,E
12006,75757,75758,1,W
12005,75738,75766,28,N
12002,75717,75766,49,S
12008,75775,75776,1,S
12010,75791,75792,1,N
12011,75793,75810,17,E
12009,75785,75810,25,W
12012,75813,75814,1,W
12013,75828,75828,0,E
12015,75841,75842,1,W
12017,75863,75864,1,E
12016,75844,75870,26,N
12014,75833,75870,37,S
12019,75891,75892,1,S
12020,75897,75898,1,N
12022,75898,75916,18,E
12018,75869,75916,47,W
12021,75897,75918,21,W
12023,75925,75926,1,W
12024,75933,75934,1,E
12027,75953,75954,1,W
12028,75968,75968,0,E
12026,75950,75976,26,N
12025,75949,75976,27,S
12030,76003,76004,1,N
12032,76007,76008,1,S
12031,76003,76020,17,E
12029,75981,76020,39,W
12033,76009,76022,13,W
12035,76038,76038,0,E
12034,76037,76038,1,W
12038,76065,76066,1,W
12039,76073,76074,1,E
12036,76056,76080,24,N
12037,76065,76080,15,S
12042,76109,76110,1,N
12044,76123,76124,1,S
12041,76108,76126,18,E
12040,76093,76126,33,W
12043,76121,76128,7,W
12045,76143,76144,1,E
12046,76149,76150,1,W
12049,76178,76178,0,E
12048,76177,76178,1,W
12047,76162,76186,24,N
12050,76181,76186,5,S
12053,76215,76216,1,N
12052,76213,76230,17,E
12051,76205,76230,25,W
12054,76233,76234,1,W
12056,76248,76248,0,E
12057,76261,76262,1,W
12059,76283,76284,1,E
12058,76268,76290,22,N
12055,76239,76290,51,S
12061,76297,76298,1,S
12064,76321,76322,1,N
12063,76318,76336,18,E
12060,76289,76336,47,W
12062,76317,76338,21,W
12065,76345,76346,1,W
12066,76353,76354,1,E
12068,76373,76374,1,W
12070,76388,76388,0,E
12069,76374,76396,22,N
12067,76355,76396,41,S
12072,76413,76414,1,S
12074,76427,76428,1,N
12073,76423,76440,17,E
12071,76401,76440,39,W
12075,76429,76442,13,W
12077,76458,76458,0,E
12076,76457,76458,1,W
12080,76485,76486,1,W
12081,76493,76494,1,E
12079,76480,76500,20,N
12078,76471,76500,29,S
12084,76529,76530,1,S
12085,76533,76534,1,N
12083,76528,76546,18,E
12082,76513,76546,33,W
12086,76541,76548,7,W
12087,76563,76564,1,E
12088,76569,76570,1,W
12092,76598,76598,0,E
12091,76597,76598,1,W
12089,76586,76606,20,N
12090,76587,76606,19,S
12095,76639,76640,1,N
12096,76645,76646,1,S
12094,76633,76650,17,E
12093,76625,76650,25,W
12097,76653,76654,1,W
12098,76668,76668,0,E
12099,76681,76682,1,W
12102,76703,76704,1,E
12100,76692,76710,18,N
12101,76703,76710,7,S
12106,76745,76746,1,N
12105,76738,76756,18,E
12103,76709,76756,47,W
12104,76737,76758,21,W
12108,76765,76766,1,W
12109,76773,76774,1,E
12110,76793,76794,1,W
12112,76808,76808,0,E
12111,76798,76816,18,N
12107,76761,76816,55,S
12113,76819,76820,1,S
12117,76851,76852,1,N
12115,76843,76860,17,E
12114,76821,76860,39,W
12116,76849,76862,13,W
12120,76878,76878,0,E
12119,76877,76878,1,W
12122,76905,76906,1,W
12123,76913,76914,1,E
12121,76904,76920,16,N
12118,76877,76920,43,S
12125,76935,76936,1,S
12127,76957,76958,1,N
12126,76948,76966,18,E
12124,76933,76966,33,W
12128,76961,76968,7,W
12129,76983,76984,1,E
12130,76989,76990,1,W
12134,77018,77018,0,E
12133,77017,77018,1,W
12132,77010,77026,16,N
12131,76993,77026,33,S
12136,77051,77052,1,S
12138,77063,77064,1,N
12137,77053,77070,17,E
12135,77045,77070,25,W
12139,77073,77074,1,W
12140,77088,77088,0,E
12141,77101,77102,1,W
12144,77123,77124,1,E
12143,77116,77130,14,N
12142,77109,77130,21,S
12148,77167,77168,1,S
12149,77169,77170,1,N
12147,77158,77176,18,E
12145,77129,77176,47,W
12146,77157,77178,21,W
12150,77185,77186,1,W
12151,77193,77194,1,E
12152,77213,77214,1,W
12155,77228,77228,0,E
12153,77222,77236,14,N
12154,77225,77236,11,S
12159,77275,77276,1,N
12157,77263,77280,17,E
12156,77241,77280,39,W
12158,77269,77282,13,W
12162,77298,77298,0,E
12161,77297,77298,1,W
12163,77325,77326,1,W
12165,77333,77334,1,E
12164,77328,77340,12,N
12160,77283,77340,57,S
12166,77341,77342,1,S
12169,77381,77382,1,N
12168,77368,77386,18,E
12167,77353,77386,33,W
12170,77381,77388,7,W
12172,77403,77404,1,E
12173,77409,77410,1,W
12176,77438,77438,0,E
12175,77437,77438,1,W
12174,77434,77446,12,N
12171,77399,77446,47,S
12177,77457,77458,1,S
12180,77487,77488,1,N
12179,77473,77490,17,E
12178,77465,77490,25,W
12181,77493,77494,1,W
12182,77508,77508,0,E
12184,77521,77522,1,W
12186,77543,77544,1,E
12185,77540,77550,10,N
12183,77515,77550,35,S
12188,77573,77574,1,S
12191,77593,77594,1,N
12190,77578,77596,18,E
12187,77549,77596,47,W
12189,77577,77598,21,W
12192,77605,77606,1,W
12193,77613,77614,1,E
12195,77633,77634,1,W
12197,77648,77648,0,E
12196,77646,77656,10,N
12194,77631,77656,25,S
12200,77689,77690,1,S
12199,77683,77700,17,E
12198,77661,77700,39,W
12201,77689,77702,13,W
12204,77718,77718,0,E
12203,77717,77718,1,W
12205,77745,77746,1,W
12208,77753,77754,1,E
12202,77699,77760,61,N
12206,77747,77760,13,S
12207,77752,77762,10,N
12210,77788,77806,18,E
12209,77773,77806,33,W
12211,77801,77808,7,W
12214,77823,77824,1,E
12215,77829,77830,1,W
12218,77858,77858,0,E
12216,77857,77858,1,W
12213,77805,77866,61,N
12212,77805,77866,61,S
12217,77858,77868,10,N
12219,77863,77868,5,S
12221,77893,77910,17,E
12220,77885,77910,25,W
12223,77913,77914,1,W
12225,77928,77928,0,E
12226,77941,77942,1,W
12227,77963,77964,1,E
12222,77911,77970,59,N
12224,77921,77970,49,S
12228,77964,77972,8,N
12230,77979,77980,1,S
12232,77998,78016,18,E
12229,77969,78016,47,W
12231,77997,78018,21,W
12234,78025,78026,1,W
12235,78033,78034,1,E
12237,78053,78054,1,W
12238,78068,78068,0,E
12233,78017,78076,59,N
12236,78037,78076,39,S
12239,78070,78078,8,N
12241,78095,78096,1,S
12242,78103,78120,17,E
12240,78081,78120,39,W
12243,78109,78122,13,W
12246,78138,78138,0,E
12245,78137,78138,1,W
12248,78165,78166,1,W
12249,78173,78174,1,E
12244,78123,78180,57,N
12247,78153,78180,27,S
12250,78176,78182,6,N
12253,78211,78212,1,S
12252,78208,78226,18,E
12251,78193,78226,33,W
12254,78221,78228,7,W
12256,78243,78244,1,E
12257,78249,78250,1,W
12260,78278,78278,0,E
12259,78277,78278,1,W
12255,78229,78286,57,N
12258,78269,78286,17,S
12261,78282,78288,6,N
12264,78327,78328,1,S
12263,78313,78330,17,E
12262,78305,78330,25,W
12265,78333,78334,1,W
12267,78348,78348,0,E
12268,78361,78362,1,W
12269,78383,78384,1,E
12266,78335,78390,55,N
12270,78385,78390,5,S
12271,78388,78392,4,N
12274,78418,78436,18,E
12272,78389,78436,47,W
12273,78417,78438,21,W
12277,78445,78446,1,W
12278,78453,78454,1,E
12279,78473,78474,1,W
12280,78488,78488,0,E
12275,78441,78496,55,N
12276,78443,78496,53,S
12281,78494,78498,4,N
12282,78501,78502,1,S
12284,78523,78540,17,E
12283,78501,78540,39,W
12285,78529,78542,13,W
12288,78558,78558,0,E
12287,78557,78558,1,W
12290,78585,78586,1,W
12291,78593,78594,1,E
12286,78547,78600,53,N
12289,78559,78600,41,S
12292,78600,78602,2,N
12294,78617,78618,1,S
12295,78628,78646,18,E
12293,78613,78646,33,W
12296,78641,78648,7,W
12298,78663,78664,1,E
12299,78669,78670,1,W
12302,78698,78698,0,E
12301,78697,78698,1,W
12297,78653,78706,53,N
12300,78675,78706,31,S
12303,78706,78708,2,N
12305,78733,78734,1,S
12306,78733,78750,17,E
12304,78725,78750,25,W
12307,78753,78754,1,W
12309,78768,78768,0,E
12310,78781,78782,1,W
12312,78803,78804,1,E
12308,78759,78810,51,N
12311,78791,78810,19,S
12314,78812,78812,0,N
12317,78849,78850,1,S
12316,78838,78856,18,E
12313,78809,78856,47,W
12315,78837,78858,21,W
12319,78865,78866,1,W
12320,78873,78874,1,E
12321,78893,78894,1,W
12323,78908,78908,0,E
12318,78865,78916,51,N
12322,78907,78916,9,S
12324,78918,78918,0,N
12326,78943,78960,17,E
12325,78921,78960,39,W
12327,78949,78962,13,W
12331,78978,78978,0,E
12330,78977,78978,1,W
12332,79005,79006,1,W
12333,79013,79014,1,E
12329,78971,79020,49,N
12328,78965,79020,55,S
12335,79024,79024,0,N
12334,79023,79024,1,S
12337,79048,79066,18,E
12336,79033,79066,33,W
12338,79061,79068,7,W
12341,79083,79084,1,E
12342,79089,79090,1,W
12344,79118,79118,0,E
12343,79117,79118,1,W
12339,79077,79126,49,N
12340,79081,79126,45,S
12345,79130,79130,0,N
12346,79139,79140,1,S
12348,79153,79170,17,E
12347,79145,79170,25,W
12349,79173,79174,1,W
12351,79188,79188,0,E
12353,79201,79202,1,W
12354,79223,79224,1,E
12350,79183,79230,47,N
12352,79197,79230,33,S
12355,79236,79236,0,N
12357,79255,79256,1,S
12358,79271,79276,5,E
12356,79240,79276,36,W
12359,79279,79280,1,W
12361,79318,79318,0,W
12362,79319,79320,1,E
12360,79308,79336,28,N
12363,79334,79336,2,S
12365,79367,79380,13,E
12364,79357,79380,23,W
12367,79396,79396,0,W
12369,79415,79416,1,E
12370,79435,79436,1,W
12366,79380,79440,60,N
12368,79413,79440,27,S
12371,79452,79452,0,N
12372,79463,79486,23,E
12373,79474,79486,12,W
12375,79511,79512,1,E
12376,79513,79514,1,W
12377,79524,79546,22,N
12374,79492,79546,54,S
12380,79571,79572,1,S
12379,79559,79590,31,E
12378,79552,79590,38,W
12381,79591,79592,1,W
12383,79607,79608,1,E
12384,79630,79630,0,W
12382,79596,79650,54,N
12385,79650,79650,0,S
12387,79668,79668,0,N
12386,79655,79696,41,E
12388,79669,79696,27,W
12389,79703,79704,1,E
12390,79708,79708,0,W
12393,79747,79748,1,W
12394,79751,79752,1,E
12392,79740,79756,16,N
12391,79729,79756,27,S
12396,79799,79800,1,E
12395,79786,79800,14,W
12399,79825,79826,1,W
12400,79847,79848,1,E
12398,79812,79860,48,N
12397,79808,79860,52,S
12402,79884,79884,0,N
12403,79887,79888,1,S
12404,79895,79906,11,E
12401,79864,79906,42,W
12405,79903,79908,5,W
12406,79942,79942,0,W
12407,79943,79944,1,E
12408,79956,79966,10,N
12409,79966,79966,0,S
12411,79991,80010,19,E
12410,79981,80010,29,W
12412,80020,80020,0,W
12414,80039,80040,1,E
12416,80059,80060,1,W
12413,80028,80070,42,N
12415,80045,80070,25,S
12419,80100,80100,0,N
12417,80087,80116,29,E
12418,80098,80116,18,W
12421,80135,80136,1,E
12422,80137,80138,1,W
12423,80172,80176,4,N
12420,80124,80176,52,S
12426,80203,80204,1,S
12425,80183,80220,37,E
12424,80176,80220,44,W
12427,80215,80222,7,W
12428,80231,80232,1,E
12430,80254,80254,0,W
12429,80244,80280,36,N
12432,80282,80282,0,S
12434,80316,80316,0,N
12431,80279,80326,47,E
12433,80293,80326,33,W
12435,80327,80328,1,E
12436,80332,80332,0,W
12438,80371,80372,1,W
12439,80375,80376,1,E
12437,80361,80386,25,S
12440,80388,80388,0,N
12442,80423,80430,7,E
12441,80410,80430,20,W
12444,80449,80450,1,W
12446,80471,80472,1,E
12447,80488,80488,0,W
12445,80460,80490,30,N
12443,80440,80490,50,S
12448,80519,80520,1,S
12451,80532,80532,0,N
12449,80519,80536,17,E
12450,80527,80536,9,W
12452,80566,80566,0,W
12453,80567,80568,1,E
12454,80598,80598,0,S
12455,80604,80604,0,N
12457,80615,80640,25,E
12456,80605,80640,35,W
12458,80644,80644,0,W
12459,80663,80664,1,E
12462,80683,80684,1,W
12460,80676,80700,24,N
12461,80677,80700,23,S
12463,80711,80746,35,E
12464,80722,80746,24,W
12467,80759,80760,1,E
12468,80761,80762,1,W
12469,80800,80800,0,W
12465,80748,80806,58,N
12466,80756,80806,50,S
12471,80820,80820,0,N
12472,80835,80836,1,S
12470,80807,80850,43,E
12473,80839,80850,11,W
12474,80855,80856,1,E
12475,80878,80878,0,W
12477,80903,80904,1,E
12476,80892,80910,18,N
12478,80914,80914,0,S
12480,80951,80956,5,E
12479,80917,80956,39,W
12481,80956,80958,2,W
12484,80995,80996,1,W
12485,80999,81000,1,E
12482,80964,81016,52,N
12483,80993,81016,23,S
12487,81036,81036,0,N
12488,81047,81060,13,E
12486,81034,81060,26,W
12490,81073,81074,1,W
12491,81095,81096,1,E
12493,81112,81112,0,W
12492,81108,81120,12,N
12489,81072,81120,48,S
12495,81151,81152,1,S
12494,81143,81166,23,E
12496,81151,81166,15,W
12498,81190,81190,0,W
12499,81191,81192,1,E
12497,81180,81226,46,N
12501,81230,81230,0,S
12503,81252,81252,0,N
12502,81239,81270,31,E
12500,81229,81270,41,W
12504,81268,81272,4,W
12505,81287,81288,1,E
12506,81307,81308,1,W
12508,81324,81330,6,N
12507,81309,81330,21,S
12509,81335,81376,41,E
12510,81346,81376,30,W
12511,81383,81384,1,E
12512,81385,81386,1,W
12515,81424,81424,0,W
12516,81431,81432,1,E
12514,81396,81436,40,N
12513,81388,81436,48,S
12519,81468,81468,0,N
12518,81467,81468,1,S
12520,81479,81480,1,E
12517,81463,81480,17,W
12521,81502,81502,0,W
12522,81527,81528,1,E
12523,81540,81540,0,N
12525,81546,81546,0,S
12526,81575,81586,11,E
12524,81541,81586,45,W
12527,81580,81588,8,W
12529,81619,81620,1,W
12530,81623,81624,1,E
12528,81612,81646,34,N
12531,81625,81646,21,S
12534,81684,81684,0,N
12533,81671,81690,19,E
12532,81658,81690,32,W
12535,81697,81698,1,W
12537,81719,81720,1,E
12538,81736,81736,0,W
12536,81704,81750,46,S
12539,81756,81756,0,N
12542,81783,81784,1,S
12540,81767,81796,29,E
12541,81775,81796,21,W
12543,81814,81814,0,W
12544,81815,81816,1,E
12546,81853,81854,1,W
12545,81828,81856,28,N
12547,81862,81862,0,S
12548,81863,81900,37,E
12549,81892,81900,8,W
12551,81911,81912,1,E
12552,81931,81932,1,W
12550,81900,81960,60,N
12553,81941,81960,19,S
12556,81972,81972,0,N
12554,81959,82006,47,E
12555,81970,82006,36,W
12557,82007,82008,1,E
12558,82009,82010,1,W
12561,82048,82048,0,W
12562,82055,82056,1,E
12560,82044,82066,22,N
12559,82020,82066,46,S
12564,82099,82100,1,S
12565,82103,82110,7,E
12563,82087,82110,23,W
12567,82126,82126,0,W
12568,82151,82152,1,E
12569,82165,82166,1,W
12566,82116,82170,54,N
12570,82178,82178,0,S
12571,82188,82188,0,N
12572,82199,82216,17,E
12573,82204,82216,12,W
12574,82243,82244,1,W
12575,82247,82248,1,E
12577,82260,82276,16,N
12576,82257,82276,19,S
12579,82295,82320,25,E
12578,82282,82320,38,W
12580,82321,82322,1,W
12583,82343,82344,1,E
12584,82360,82360,0,W
12581,82332,82380,48,N
12582,82336,82380,44,S
12587,82404,82404,0,N
12588,82415,82416,1,S
12585,82391,82426,35,E
12586,82399,82426,27,W
12589,82438,82438,0,W
12590,82439,82440,1,E
12592,82477,82478,1,W
12591,82476,82486,10,N
12594,82494,82494,0,S
12593,82487,82530,43,E
12595,82516,82530,14,W
12596,82535,82536,1,E
12598,82555,82556,1,W
12600,82583,82584,1,E
12597,82548,82590,42,N
12599,82573,82590,17,S
12602,82620,82620,0,N
12603,82631,82636,5,E
12601,82594,82636,42,W
12604,82633,82638,5,W
12606,82672,82672,0,W
12607,82679,82680,1,E
12608,82692,82696,4,N
12605,82652,82696,44,S
12611,82731,82732,1,S
12610,82727,82740,13,E
12609,82711,82740,29,W
12612,82750,82750,0,W
12614,82775,82776,1,E
12615,82789,82790,1,W
12613,82764,82800,36,N
12616,82810,82810,0,S
12619,82836,82836,0,N
12617,82823,82846,23,E
12618,82828,82846,18,W
12620,82885,82886,1,W
12621,82895,82896,1,E
12622,82928,82928,0,S
12624,82943,82944,1,N
12623,82942,82950,8,W
12625,82967,82968,1,E
12626,82999,83000,1,W
12628,83046,83046,0,S
12629,83050,83050,0,N
12627,83039,83056,17,E
12630,83056,83056,0,W
12631,83111,83112,1,E
12632,83113,83114,1,W
12633,83157,83158,1,N
12635,83170,83170,0,W
12636,83183,83184,1,E
12634,83164,83220,56,S
12639,83264,83264,0,N
12638,83255,83266,11,E
12637,83227,83266,39,W
12641,83284,83284,0,W
12640,83282,83326,44,S
12642,83327,83370,43,E
12643,83341,83370,29,W
12645,83398,83398,0,W
12646,83399,83400,1,E
12644,83371,83430,59,N
12647,83400,83430,30,S
12649,83471,83476,5,E
12648,83455,83476,21,W
12651,83512,83512,0,W
12650,83478,83536,58,N
12652,83518,83536,18,S
12653,83543,83580,37,E
12654,83569,83580,11,W
12656,83615,83616,1,E
12657,83626,83626,0,W
12655,83585,83640,55,N
12658,83636,83640,4,S
12659,83683,83686,3,W
12660,83687,83688,1,E
12662,83740,83740,0,W
12661,83692,83746,54,N
12663,83754,83754,0,S
12664,83759,83790,31,E
12665,83797,83798,1,W
12667,83831,83832,1,E
12666,83799,83850,51,N
12669,83872,83872,0,S
12668,83854,83896,42,W
12670,83903,83904,1,E
12672,83911,83912,1,W
12671,83906,83956,50,N
12675,83990,83990,0,S
12674,83975,84000,25,E
12673,83968,84000,32,W
12677,84025,84026,1,W
12678,84047,84048,1,E
12676,84013,84060,47,N
12679,84082,84106,24,W
12681,84119,84120,1,E
12683,84139,84140,1,W
12682,84120,84166,46,N
12680,84108,84166,58,S
12684,84191,84210,19,E
12685,84196,84210,14,W
12688,84253,84254,1,W
12689,84263,84264,1,E
12687,84227,84270,43,N
12686,84226,84270,44,S
12690,84310,84316,6,W
12692,84335,84336,1,E
12694,84367,84368,1,W
12691,84334,84376,42,N
12693,84344,84376,32,S
12695,84407,84420,13,E
12696,84424,84424,0,W
12697,84441,84480,39,N
12698,84462,84480,18,S
12699,84479,84526,47,E
12700,84481,84526,45,W
12701,84538,84538,0,W
12703,84551,84552,1,E
12702,84548,84586,38,N
12704,84580,84586,6,S
12706,84623,84630,7,E
12705,84595,84630,35,W
12707,84652,84652,0,W
12708,84655,84690,35,N
12710,84698,84698,0,S
12709,84695,84736,41,E
12711,84709,84736,27,W
12713,84766,84766,0,W
12714,84767,84768,1,E
12712,84762,84796,34,N
12715,84816,84816,0,S
12717,84839,84840,1,E
12716,84823,84840,17,W
12719,84880,84880,0,W
12718,84869,84900,31,N
12721,84934,84934,0,S
12720,84911,84946,35,E
12722,84937,84946,9,W
12724,84983,84984,1,E
12725,84994,84994,0,W
12723,84976,85006,30,N
12726,85051,85052,1,W
12728,85055,85056,1,E
12730,85108,85108,0,W
12729,85083,85110,27,N
12727,85052,85110,58,S
12731,85127,85156,29,E
12732,85165,85166,1,W
12735,85199,85200,1,E
12734,85190,85216,26,N
12733,85170,85216,46,S
12736,85222,85260,38,W
12737,85271,85272,1,E
12738,85279,85280,1,W
12740,85297,85320,23,N
12739,85288,85320,32,S
12742,85343,85366,23,E
12741,85336,85366,30,W
12743,85393,85394,1,W
12746,85415,85416,1,E
12744,85404,85426,22,N
