Car_Number,Arrive,Depart,Wait,Direction
7247,53808,53808,0,W
7248,53816,53816,0,E
7236,53762,53820,58,N
7237,53767,53820,53,S
7242,53785,53822,37,N
7243,53793,53822,29,S
7246,53808,53824,16,N
7249,53819,53824,5,S
7251,53831,53832,1,N
7255,53845,53846,1,S
7257,53854,53854,0,N
7252,53832,53866,34,E
7250,53820,53866,46,W
7256,53848,53868,20,E
7253,53832,53868,36,W
7259,53864,53870,6,E
7254,53844,53870,26,W
7258,53856,53872,16,W
7260,53868,53874,6,W
7263,53880,53880,0,E
7264,53880,53880,0,W
7265,53892,53892,0,W
7266,53896,53896,0,E
7269,53904,53904,0,W
7270,53912,53912,0,E
7271,53916,53916,0,W
7262,53877,53926,49,N
7261,53871,53926,55,S
7268,53900,53928,28,N
7267,53897,53928,31,S
7273,53923,53930,7,N
7272,53923,53930,7,S
7278,53946,53946,0,N
7279,53949,53950,1,S
7274,53928,53970,42,E
7275,53928,53970,42,W
7277,53944,53972,28,E
7276,53940,53972,32,W
7281,53960,53974,14,E
7280,53952,53974,22,W
7285,53976,53976,0,E
7282,53964,53976,12,W
7286,53976,53978,2,W
7287,53988,53988,0,W
7289,53992,53992,0,E
7290,54000,54000,0,W
7292,54008,54008,0,E
7293,54011,54012,1,W
7295,54022,54022,0,E
7296,54022,54022,0,W
7283,53969,54030,61,N
7284,53975,54030,55,S
7288,53992,54032,40,N
7291,54001,54032,31,S
7294,54015,54034,19,N
7297,54023,54034,11,S
7299,54035,54036,1,N
7302,54045,54046,1,S
7304,54055,54056,1,N
7308,54067,54068,1,S
7300,54036,54076,40,E
7298,54033,54076,43,W
7303,54050,54078,28,E
7301,54044,54078,34,W
7306,54064,54080,16,E
7305,54055,54080,25,W
7311,54078,54082,4,E
7307,54066,54082,16,W
7310,54077,54084,7,W
7312,54088,54088,0,W
7314,54092,54092,0,E
7316,54099,54100,1,W
7317,54106,54106,0,E
7318,54110,54110,0,W
7321,54120,54120,0,E
7322,54121,54122,1,W
7323,54132,54132,0,W
7325,54134,54134,0,E
7309,54075,54136,61,N
7313,54089,54136,47,S
7315,54095,54138,43,N
7319,54111,54138,27,S
7320,54115,54140,25,N
7324,54133,54140,7,S
7326,54135,54142,7,N
7331,54155,54156,1,N
7330,54155,54156,1,S
7334,54175,54176,1,N
7337,54177,54178,1,S
7328,54148,54180,32,E
7327,54143,54180,37,W
7332,54162,54182,20,E
7329,54154,54182,28,W
7335,54176,54184,8,E
7333,54165,54184,19,W
7336,54176,54186,10,W
7338,54187,54188,1,W
7339,54190,54190,0,E
7341,54198,54198,0,W
7343,54204,54204,0,E
7344,54209,54210,1,W
7346,54218,54218,0,E
7347,54220,54220,0,W
7350,54232,54232,0,E
7349,54231,54232,1,W
7340,54195,54240,45,N
7342,54199,54240,41,S
7345,54215,54242,27,N
7348,54221,54242,21,S
7351,54235,54244,9,N
7353,54243,54244,1,S
7356,54255,54256,1,N
7359,54265,54266,1,S
7361,54275,54276,1,N
7354,54246,54286,40,E
7352,54242,54286,44,W
7357,54260,54288,28,E
7355,54253,54288,35,W
7360,54274,54290,16,E
7358,54264,54290,26,W
7365,54288,54292,4,E
7362,54275,54292,17,W
7363,54286,54294,8,W
7367,54297,54298,1,W
7368,54302,54302,0,E
7369,54308,54308,0,W
7372,54316,54316,0,E
7373,54319,54320,1,W
7374,54330,54330,0,E
7375,54330,54330,0,W
7378,54341,54342,1,W
7379,54344,54344,0,E
7366,54295,54346,51,N
7364,54287,54346,59,S
7371,54315,54348,33,N
7370,54309,54348,39,S
7377,54335,54350,15,N
7376,54331,54350,19,S
7381,54353,54354,1,S
7382,54355,54356,1,N
7388,54375,54376,1,N
7387,54375,54376,1,S
7383,54358,54390,32,E
7380,54352,54390,38,W
7385,54372,54392,20,E
7384,54363,54392,29,W
7390,54386,54394,8,E
7386,54374,54394,20,W
7389,54385,54396,11,W
7392,54396,54398,2,W
7394,54400,54400,0,E
7395,54407,54408,1,W
7396,54414,54414,0,E
7398,54418,54418,0,W
7400,54428,54428,0,E
7401,54429,54430,1,W
7403,54440,54440,0,W
7405,54442,54442,0,E
7391,54395,54450,55,N
7393,54397,54450,53,S
7397,54415,54452,37,N
7399,54419,54452,33,S
7402,54435,54454,19,N
7404,54441,54454,13,S
7407,54455,54456,1,N
7410,54463,54464,1,S
7413,54475,54476,1,N
7416,54485,54486,1,S
7408,54456,54496,40,E
7406,54451,54496,45,W
7411,54470,54498,28,E
7409,54462,54498,36,W
7414,54484,54500,16,E
7412,54473,54500,27,W
7419,54498,54502,4,E
7415,54484,54502,18,W
7418,54495,54504,9,W
7420,54506,54506,0,W
7422,54512,54512,0,E
7424,54517,54518,1,W
7425,54526,54526,0,E
7426,54528,54528,0,W
7430,54540,54540,0,E
7429,54539,54540,1,W
7431,54550,54550,0,W
7433,54554,54554,0,E
7417,54495,54556,61,N
7421,54507,54556,49,S
7423,54515,54558,43,N
7427,54529,54558,29,S
7428,54535,54560,25,N
7432,54551,54560,9,S
7434,54555,54562,7,N
7438,54573,54574,1,S
7439,54575,54576,1,N
7444,54595,54596,1,N
7443,54595,54596,1,S
7436,54568,54600,32,E
7435,54561,54600,39,W
7440,54582,54602,20,E
7437,54572,54602,30,W
7445,54596,54604,8,E
7441,54583,54604,21,W
7442,54594,54606,12,W
7446,54605,54608,3,W
7447,54610,54610,0,E
7449,54616,54616,0,W
7451,54624,54624,0,E
7452,54627,54628,1,W
7454,54638,54638,0,E
7455,54638,54638,0,W
7457,54649,54650,1,W
7458,54652,54652,0,E
7448,54615,54660,45,N
7450,54617,54660,43,S
7453,54635,54662,27,N
7456,54639,54662,23,S
7459,54655,54664,9,N
7461,54661,54664,3,S
7464,54675,54676,1,N
7467,54683,54684,1,S
7470,54695,54696,1,N
7462,54666,54706,40,E
7460,54660,54706,46,W
7465,54680,54708,28,E
7463,54671,54708,37,W
7469,54694,54710,16,E
7466,54682,54710,28,W
7473,54708,54712,4,E
7468,54693,54712,19,W
7471,54704,54714,10,W
7475,54715,54716,1,W
7476,54722,54722,0,E
7477,54726,54726,0,W
7480,54736,54736,0,E
7481,54737,54738,1,W
7482,54748,54748,0,W
7484,54750,54750,0,E
7486,54759,54760,1,W
7487,54764,54764,0,E
7474,54715,54766,51,N
7472,54705,54766,61,S
7479,54735,54768,33,N
7478,54727,54768,41,S
7485,54755,54770,15,N
7483,54749,54770,21,S
7489,54771,54772,1,S
7490,54775,54776,1,N
7495,54793,54794,1,S
7496,54795,54796,1,N
7491,54778,54810,32,E
7488,54770,54810,40,W
7493,54792,54812,20,E
7492,54781,54812,31,W
7498,54806,54814,8,E
7494,54792,54814,22,W
7497,54803,54816,13,W
7499,54814,54818,4,W
7502,54820,54820,0,E
7503,54825,54826,1,W
7504,54834,54834,0,E
7506,54836,54836,0,W
7509,54848,54848,0,E
7508,54847,54848,1,W
7511,54858,54858,0,W
7513,54862,54862,0,E
7501,54815,54870,55,N
7500,54815,54870,55,S
7505,54835,54872,37,N
7507,54837,54872,35,S
7510,54855,54874,19,N
7512,54859,54874,15,S
7515,54875,54876,1,N
7518,54881,54882,1,S
7521,54895,54896,1,N
7523,54903,54904,1,S
7516,54876,54916,40,E
7514,54869,54916,47,W
7519,54890,54918,28,E
7517,54880,54918,38,W
7524,54904,54920,16,E
7520,54891,54920,29,W
7527,54918,54922,4,E
7522,54902,54922,20,W
7525,54913,54924,11,W
7528,54924,54926,2,W
7530,54932,54932,0,E
7532,54935,54936,1,W
7533,54946,54946,0,E
7534,54946,54946,0,W
7537,54957,54958,1,W
7538,54960,54960,0,E
7539,54968,54968,0,W
7541,54974,54974,0,E
7526,54915,54976,61,N
7529,54925,54976,51,S
7531,54935,54978,43,N
7535,54947,54978,31,S
7536,54955,54980,25,N
7540,54969,54980,11,S
7542,54975,54982,7,N
7546,54991,54992,1,S
7547,54995,54996,1,N
7551,55013,55014,1,S
7552,55015,55016,1,N
7544,54988,55020,32,E
7543,54979,55020,41,W
7549,55002,55022,20,E
7545,54990,55022,32,W
7553,55016,55024,8,E
7548,55001,55024,23,W
7550,55012,55026,14,W
7554,55023,55028,5,W
7555,55030,55030,0,E
7556,55034,55034,0,W
7559,55044,55044,0,E
7560,55045,55046,1,W
7562,55056,55056,0,W
7564,55058,55058,0,E
7565,55067,55068,1,W
7566,55072,55072,0,E
7568,55078,55078,0,W
7558,55035,55080,45,N
7557,55035,55080,45,S
7561,55055,55082,27,N
7563,55057,55082,25,S
7567,55075,55084,9,N
7569,55079,55084,5,S
7572,55095,55096,1,N
7575,55101,55102,1,S
7578,55115,55116,1,N
7580,55123,55124,1,S
7570,55086,55126,40,E
7571,55089,55126,37,W
7573,55100,55128,28,E
7574,55100,55128,28,W
7577,55114,55130,16,E
7576,55111,55130,19,W
7581,55128,55132,4,E
7579,55122,55132,10,W
7582,55133,55134,1,W
7584,55142,55142,0,E
7585,55144,55144,0,W
7589,55156,55156,0,E
7588,55155,55156,1,W
7590,55166,55166,0,W
7592,55170,55170,0,E
7594,55177,55178,1,W
7595,55184,55184,0,E
7583,55135,55186,51,N
7586,55145,55186,41,S
7587,55155,55188,33,N
7591,55167,55188,21,S
7593,55175,55190,15,N
7597,55189,55190,1,S
7598,55195,55196,1,N
7602,55211,55212,1,S
7604,55215,55216,1,N
7599,55198,55230,32,E
7596,55188,55230,42,W
7603,55212,55232,20,E
7600,55199,55232,33,W
7606,55226,55234,8,E
7601,55210,55234,24,W
7605,55221,55236,15,W
7607,55232,55238,6,W
7610,55240,55240,0,E
7611,55243,55244,1,W
7612,55254,55254,0,E
7613,55254,55254,0,W
7616,55265,55266,1,W
7617,55268,55268,0,E
7619,55276,55276,0,W
7621,55282,55282,0,E
7622,55287,55288,1,W
7609,55235,55290,55,N
7608,55233,55290,57,S
7615,55255,55292,37,N
7614,55255,55292,37,S
7618,55275,55294,19,N
7620,55277,55294,17,S
7623,55295,55296,1,N
7626,55299,55300,1,S
7629,55315,55316,1,N
7631,55321,55322,1,S
7624,55296,55336,40,E
7625,55298,55336,38,W
7628,55310,55338,28,E
7627,55309,55338,29,W
7632,55324,55340,16,E
7630,55320,55340,20,W
7635,55338,55342,4,E
7633,55331,55342,11,W
7636,55342,55344,2,W
7638,55352,55352,0,E
7639,55353,55354,1,W
7641,55364,55364,0,W
7643,55366,55366,0,E
7645,55375,55376,1,W
7646,55380,55380,0,E
7647,55386,55386,0,W
7649,55394,55394,0,E
7634,55335,55396,61,N
7637,55343,55396,53,S
7640,55355,55398,43,N
7642,55365,55398,33,S
7644,55375,55400,25,N
7648,55387,55400,13,S
7650,55395,55402,7,N
7654,55409,55410,1,S
7655,55415,55416,1,N
7659,55431,55432,1,S
7660,55435,55436,1,N
7652,55408,55440,32,E
7651,55397,55440,43,W
7657,55422,55442,20,E
7653,55408,55442,34,W
7661,55436,55444,8,E
7656,55419,55444,25,W
7658,55430,55446,16,W
7662,55441,55448,7,W
7663,55450,55450,0,E
7664,55452,55452,0,W
7668,55464,55464,0,E
7667,55463,55464,1,W
7669,55474,55474,0,W
7672,55478,55478,0,E
7673,55485,55486,1,W
7674,55492,55492,0,E
7676,55496,55496,0,W
7666,55455,55500,45,N
7665,55453,55500,47,S
7671,55475,55502,27,N
7670,55475,55502,27,S
7675,55495,55504,9,N
7677,55497,55504,7,S
7680,55515,55516,1,N
7682,55519,55520,1,S
7686,55535,55536,1,N
7688,55541,55542,1,S
7678,55506,55546,40,E
7679,55507,55546,39,W
7683,55520,55548,28,E
7681,55518,55548,30,W
7685,55534,55550,16,E
7684,55529,55550,21,W
7689,55548,55552,4,E
7687,55540,55552,12,W
7690,55551,55554,3,W
7692,55562,55562,0,E
7693,55562,55562,0,W
7695,55573,55574,1,W
7697,55576,55576,0,E
7698,55584,55584,0,W
7700,55590,55590,0,E
7702,55595,55596,1,W
7703,55604,55604,0,E
7691,55555,55606,51,N
7694,55563,55606,43,S
7696,55575,55608,33,N
7699,55585,55608,23,S
7701,55595,55610,15,N
7705,55607,55610,3,S
7706,55615,55616,1,N
7710,55629,55630,1,S
7712,55635,55636,1,N
7708,55618,55650,32,E
7704,55606,55650,44,W
7711,55632,55652,20,E
7707,55617,55652,35,W
7714,55646,55654,8,E
7709,55628,55654,26,W
7713,55639,55656,17,W
7715,55650,55658,8,W
7718,55660,55660,0,E
7719,55661,55662,1,W
7720,55672,55672,0,W
7722,55674,55674,0,E
7724,55683,55684,1,W
7725,55688,55688,0,E
7726,55694,55694,0,W
7729,55702,55702,0,E
7730,55705,55706,1,W
7717,55655,55710,55,N
7716,55651,55710,59,S
7723,55675,55712,37,N
7721,55673,55712,39,S
7728,55695,55714,19,N
7727,55695,55714,19,S
7731,55715,55716,1,N
7734,55717,55718,1,S
7737,55735,55736,1,N
7739,55739,55740,1,S
7732,55716,55756,40,E
7733,55716,55756,40,W
7736,55730,55758,28,E
7735,55727,55758,31,W
7740,55744,55760,16,E
7738,55738,55760,22,W
7743,55758,55762,4,E
7741,55749,55762,13,W
7744,55760,55764,4,W
7747,55772,55772,0,E
7746,55771,55772,1,W
7749,55782,55782,0,W
7751,55786,55786,0,E
7752,55793,55794,1,W
7754,55800,55800,0,E
7755,55804,55804,0,W
7757,55814,55814,0,E
7742,55755,55816,61,N
7745,55761,55816,55,S
7748,55775,55818,43,N
7750,55783,55818,35,S
7753,55795,55820,25,N
7756,55805,55820,15,S
7758,55815,55822,7,N
7761,55827,55828,1,S
7763,55835,55836,1,N
7767,55849,55850,1,S
7768,55855,55856,1,N
7762,55828,55860,32,E
7759,55815,55860,45,W
7765,55842,55862,20,E
7760,55826,55862,36,W
7769,55856,55864,8,E
7764,55837,55864,27,W
7766,55848,55866,18,W
7770,55859,55868,9,W
7771,55870,55870,0,E
7772,55870,55870,0,W
7775,55881,55882,1,W
7776,55884,55884,0,E
7777,55892,55892,0,W
7780,55898,55898,0,E
7781,55903,55904,1,W
7782,55912,55912,0,E
7783,55914,55914,0,W
7774,55875,55920,45,N
7773,55871,55920,49,S
7779,55895,55922,27,N
7778,55893,55922,29,S
7785,55915,55924,9,N
7784,55915,55924,9,S
7788,55935,55936,1,N
7790,55937,55938,1,S
7794,55955,55956,1,N
7796,55959,55960,1,S
7787,55926,55966,40,E
7786,55925,55966,41,W
7791,55940,55968,28,E
7789,55936,55968,32,W
7793,55954,55970,16,E
7792,55947,55970,23,W
7797,55968,55972,4,E
7795,55958,55972,14,W
7798,55969,55974,5,W
7800,55980,55980,0,W
7802,55982,55982,0,E
7803,55991,55992,1,W
7805,55996,55996,0,E
7806,56002,56002,0,W
7808,56010,56010,0,E
7809,56013,56014,1,W
7811,56024,56024,0,E
7812,56024,56024,0,W
7799,55975,56026,51,N
7801,55981,56026,45,S
7804,55995,56028,33,N
7807,56003,56028,25,S
7810,56015,56030,15,N
7813,56025,56030,5,S
7814,56035,56036,1,N
7818,56047,56048,1,S
7820,56055,56056,1,N
7816,56038,56070,32,E
7815,56035,56070,35,W
7819,56052,56072,20,E
7817,56046,56072,26,W
7822,56066,56074,8,E
7821,56057,56074,17,W
7823,56068,56076,8,W
7827,56080,56080,0,E
7826,56079,56080,1,W
7828,56090,56090,0,W
7830,56094,56094,0,E
7832,56101,56102,1,W
7833,56108,56108,0,E
7834,56112,56112,0,W
7837,56122,56122,0,E
7838,56123,56124,1,W
7825,56075,56130,55,N
7824,56069,56130,61,S
7831,56095,56132,37,N
7829,56091,56132,41,S
7836,56115,56134,19,N
7835,56113,56134,21,S
7841,56135,56136,1,N
7840,56135,56136,1,S
7845,56155,56156,1,N
7847,56157,56158,1,S
7842,56136,56176,40,E
7839,56134,56176,42,W
7844,56150,56178,28,E
7843,56145,56178,33,W
7848,56164,56180,16,E
7846,56156,56180,24,W
7851,56178,56182,4,E
7849,56167,56182,15,W
7852,56178,56184,6,W
7854,56189,56190,1,W
7855,56192,56192,0,E
7857,56200,56200,0,W
7859,56206,56206,0,E
7860,56211,56212,1,W
7862,56220,56220,0,E
7863,56222,56222,0,W
7866,56234,56234,0,E
7865,56233,56234,1,W
7850,56175,56236,61,N
7853,56179,56236,57,S
7856,56195,56238,43,N
7858,56201,56238,37,S
7861,56215,56240,25,N
7864,56223,56240,17,S
7867,56235,56242,7,N
7869,56245,56246,1,S
7871,56255,56256,1,N
7875,56267,56268,1,S
7876,56275,56276,1,N
7870,56248,56280,32,E
7868,56244,56280,36,W
7873,56262,56282,20,E
7872,56255,56282,27,W
7877,56276,56284,8,E
7874,56266,56284,18,W
7878,56277,56286,9,W
7879,56288,56288,0,W
7881,56290,56290,0,E
7883,56299,56300,1,W
7884,56304,56304,0,E
7885,56310,56310,0,W
7888,56318,56318,0,E
7889,56321,56322,1,W
7890,56332,56332,0,E
7891,56332,56332,0,W
7882,56295,56340,45,N
7880,56289,56340,51,S
7887,56315,56342,27,N
7886,56311,56342,31,S
7893,56335,56344,9,N
7892,56333,56344,11,S
7898,56355,56356,1,N
7897,56355,56356,1,S
7902,56375,56376,1,N
7904,56377,56378,1,S
7895,56346,56386,40,E
7894,56343,56386,43,W
7899,56360,56388,28,E
7896,56354,56388,34,W
7901,56374,56390,16,E
7900,56365,56390,25,W
7906,56388,56392,4,E
7903,56376,56392,16,W
7905,56387,56394,7,W
7908,56398,56398,0,W
7910,56402,56402,0,E
7911,56409,56410,1,W
7913,56416,56416,0,E
7914,56420,56420,0,W
7916,56430,56430,0,E
7917,56431,56432,1,W
7919,56442,56442,0,W
7921,56444,56444,0,E
7907,56395,56446,51,N
7909,56399,56446,47,S
7912,56415,56448,33,N
7915,56421,56448,27,S
7918,56435,56450,15,N
7920,56443,56450,7,S
7923,56455,56456,1,N
7926,56465,56466,1,S
7928,56475,56476,1,N
7932,56487,56488,1,S
7924,56458,56490,32,E
7922,56453,56490,37,W
7927,56472,56492,20,E
7925,56464,56492,28,W
7930,56486,56494,8,E
7929,56475,56494,19,W
7931,56486,56496,10,W
7934,56497,56498,1,W
7935,56500,56500,0,E
7936,56508,56508,0,W
7938,56514,56514,0,E
7940,56519,56520,1,W
7941,56528,56528,0,E
7942,56530,56530,0,W
7946,56542,56542,0,E
7945,56541,56542,1,W
7933,56495,56550,55,N
7937,56509,56550,41,S
7939,56515,56552,37,N
7943,56531,56552,21,S
7944,56535,56554,19,N
7948,56553,56554,1,S
7949,56555,56556,1,N
7955,56575,56576,1,N
7954,56575,56576,1,S
7950,56556,56596,40,E
7947,56552,56596,44,W
7952,56570,56598,28,E
7951,56563,56598,35,W
7956,56584,56600,16,E
7953,56574,56600,26,W
7961,56598,56602,4,E
7957,56585,56602,17,W
7959,56596,56604,8,W
7962,56607,56608,1,W
7963,56612,56612,0,E
7965,56618,56618,0,W
7967,56626,56626,0,E
7968,56629,56630,1,W
7970,56640,56640,0,E
7971,56640,56640,0,W
7973,56651,56652,1,W
7974,56654,56654,0,E
7958,56595,56656,61,N
7960,56597,56656,59,S
7964,56615,56658,43,N
7966,56619,56658,39,S
7969,56635,56660,25,N
7972,56641,56660,19,S
7975,56655,56662,7,N
7977,56663,56664,1,S
7980,56675,56676,1,N
7983,56685,56686,1,S
7984,56695,56696,1,N
7978,56668,56700,32,E
7976,56662,56700,38,W
7981,56682,56702,20,E
7979,56673,56702,29,W
7986,56696,56704,8,E
7982,56684,56704,20,W
7985,56695,56706,11,W
7987,56706,56708,2,W
7989,56710,56710,0,E
7991,56717,56718,1,W
7992,56724,56724,0,E
7993,56728,56728,0,W
7996,56738,56738,0,E
7997,56739,56740,1,W
7998,56750,56750,0,W
8000,56752,56752,0,E
7990,56715,56760,45,N
7988,56707,56760,53,S
7995,56735,56762,27,N
7994,56729,56762,33,S
8001,56755,56764,9,N
7999,56751,56764,13,S
8005,56773,56774,1,S
8006,56775,56776,1,N
8012,56795,56796,1,N
8011,56795,56796,1,S
8003,56766,56806,40,E
8002,56761,56806,45,W
8007,56780,56808,28,E
8004,56772,56808,36,W
8009,56794,56810,16,E
8008,56783,56810,27,W
8014,56808,56812,4,E
8010,56794,56812,18,W
8013,56805,56814,9,W
8016,56816,56816,0,W
8018,56822,56822,0,E
8019,56827,56828,1,W
8021,56836,56836,0,E
8022,56838,56838,0,W
8025,56850,56850,0,E
8024,56849,56850,1,W
8027,56860,56860,0,W
8029,56864,56864,0,E
8015,56815,56866,51,N
8017,56817,56866,49,S
8020,56835,56868,33,N
8023,56839,56868,29,S
8026,56855,56870,15,N
8028,56861,56870,9,S
8031,56875,56876,1,N
8034,56883,56884,1,S
8037,56895,56896,1,N
8039,56905,56906,1,S
8032,56878,56910,32,E
8030,56871,56910,39,W
8035,56892,56912,20,E
8033,56882,56912,30,W
8040,56906,56914,8,E
8036,56893,56914,21,W
8038,56904,56916,12,W
8042,56915,56918,3,W
8043,56920,56920,0,E
8044,56926,56926,0,W
8046,56934,56934,0,E
8048,56937,56938,1,W
8049,56948,56948,0,E
8050,56948,56948,0,W
8053,56959,56960,1,W
8054,56962,56962,0,E
8041,56915,56970,55,N
8045,56927,56970,43,S
8047,56935,56972,37,N
8051,56949,56972,23,S
8052,56955,56974,19,N
8056,56971,56974,3,S
8057,56975,56976,1,N
8062,56993,56994,1,S
8063,56995,56996,1,N
8058,56976,57016,40,E
8055,56970,57016,46,W
8060,56990,57018,28,E
8059,56981,57018,37,W
8065,57004,57020,16,E
8061,56992,57020,28,W
8069,57018,57022,4,E
8064,57003,57022,19,W
8066,57014,57024,10,W
8070,57025,57026,1,W
8071,57032,57032,0,E
8073,57036,57036,0,W
8075,57046,57046,0,E
8076,57047,57048,1,W
8078,57058,57058,0,W
8080,57060,57060,0,E
8081,57069,57070,1,W
8082,57074,57074,0,E
8068,57015,57076,61,N
8067,57015,57076,61,S
8072,57035,57078,43,N
8074,57037,57078,41,S
8077,57055,57080,25,N
8079,57059,57080,21,S
8083,57075,57082,7,N
8085,57081,57082,1,S
8088,57095,57096,1,N
8091,57103,57104,1,S
8093,57115,57116,1,N
8086,57088,57120,32,E
8084,57080,57120,40,W
8089,57102,57122,20,E
8087,57091,57122,31,W
8094,57116,57124,8,E
8090,57102,57124,22,W
8092,57113,57126,13,W
8095,57124,57128,4,W
8097,57130,57130,0,E
8099,57135,57136,1,W
8100,57144,57144,0,E
8101,57146,57146,0,W
8105,57158,57158,0,E
8104,57157,57158,1,W
8106,57168,57168,0,W
8108,57172,57172,0,E
8098,57135,57180,45,N
8096,57125,57180,55,S
8103,57155,57182,27,N
8102,57147,57182,35,S
8109,57175,57184,9,N
8107,57169,57184,15,S
8113,57191,57192,1,S
8114,57195,57196,1,N
8118,57213,57214,1,S
8120,57215,57216,1,N
8111,57186,57226,40,E
8110,57179,57226,47,W
8115,57200,57228,28,E
8112,57190,57228,38,W
8119,57214,57230,16,E
8116,57201,57230,29,W
8122,57228,57232,4,E
8117,57212,57232,20,W
8121,57223,57234,11,W
8123,57234,57236,2,W
8126,57242,57242,0,E
8127,57245,57246,1,W
8129,57256,57256,0,E
8130,57256,57256,0,W
8132,57267,57268,1,W
8133,57270,57270,0,E
8135,57278,57278,0,W
8137,57284,57284,0,E
8125,57235,57286,51,N
8124,57235,57286,51,S
8128,57255,57288,33,N
8131,57257,57288,31,S
8134,57275,57290,15,N
8136,57279,57290,11,S
8139,57295,57296,1,N
8142,57301,57302,1,S
8145,57315,57316,1,N
8147,57323,57324,1,S
8140,57298,57330,32,E
8138,57289,57330,41,W
8144,57312,57332,20,E
8141,57300,57332,32,W
8148,57326,57334,8,E
8143,57311,57334,23,W
8146,57322,57336,14,W
8149,57333,57338,5,W
8151,57340,57340,0,E
8152,57344,57344,0,W
8154,57354,57354,0,E
8156,57355,57356,1,W
8157,57366,57366,0,W
8159,57368,57368,0,E
8161,57377,57378,1,W
8162,57382,57382,0,E
8163,57388,57388,0,W
8150,57335,57390,55,N
8153,57345,57390,45,S
8155,57355,57392,37,N
8158,57367,57392,25,S
8160,57375,57394,19,N
8164,57389,57394,5,S
8165,57395,57396,1,N
8170,57411,57412,1,S
8171,57415,57416,1,N
8175,57433,57434,1,S
8166,57396,57436,40,E
8167,57399,57436,37,W
8168,57410,57438,28,E
8169,57410,57438,28,W
8173,57424,57440,16,E
8172,57421,57440,19,W
8177,57438,57442,4,E
8174,57432,57442,10,W
8178,57443,57444,1,W
8179,57452,57452,0,E
8180,57454,57454,0,W
8184,57466,57466,0,E
8183,57465,57466,1,W
8186,57476,57476,0,W
8188,57480,57480,0,E
8189,57487,57488,1,W
8190,57494,57494,0,E
8176,57435,57496,61,N
8181,57455,57496,41,S
8182,57455,57498,43,N
8187,57477,57498,21,S
8185,57475,57500,25,N
8193,57499,57500,1,S
8191,57495,57502,7,N
8196,57515,57516,1,N
8198,57521,57522,1,S
8201,57535,57536,1,N
8194,57508,57540,32,E
8192,57498,57540,42,W
8199,57522,57542,20,E
8195,57509,57542,33,W
8202,57536,57544,8,E
8197,57520,57544,24,W
8200,57531,57546,15,W
8203,57542,57548,6,W
8205,57550,57550,0,E
8206,57553,57554,1,W
8208,57564,57564,0,E
8209,57564,57564,0,W
8212,57575,57576,1,W
8213,57578,57578,0,E
8214,57586,57586,0,W
8216,57592,57592,0,E
8218,57597,57598,1,W
8207,57555,57600,45,N
8204,57543,57600,57,S
8211,57575,57602,27,N
8210,57565,57602,37,S
8217,57595,57604,9,N
8215,57587,57604,17,S
8221,57609,57610,1,S
8222,57615,57616,1,N
8226,57629,57630,1,S
8228,57633,57634,1,N
8219,57606,57646,40,E
8220,57608,57646,38,W
8223,57618,57648,30,E
8224,57618,57648,30,W
8227,57630,57650,20,E
8225,57628,57650,22,W
8230,57642,57652,10,E
8229,57638,57652,14,W
8234,57654,57654,0,E
8231,57648,57654,6,W
8235,57658,57658,0,W
8236,57666,57666,0,E
8237,57668,57668,0,W
8240,57678,57678,0,E
8241,57678,57678,0,W
8243,57688,57688,0,W
8245,57690,57690,0,E
8246,57698,57698,0,W
8247,57702,57702,0,E
8233,57651,57706,55,N
8232,57649,57706,57,S
8239,57669,57708,39,N
8238,57669,57708,39,S
8242,57687,57710,23,N
8244,57689,57710,21,S
8248,57705,57712,7,N
8250,57709,57712,3,S
8253,57723,57724,1,N
8256,57729,57730,1,S
8259,57741,57742,1,N
8251,57714,57750,36,E
8249,57708,57750,42,W
8254,57726,57752,26,E
8252,57718,57752,34,W
8257,57738,57754,16,E
8255,57728,57754,26,W
8262,57750,57756,6,E
8258,57738,57756,18,W
8260,57748,57758,10,W
8263,57758,57760,2,W
8265,57762,57762,0,E
8266,57768,57768,0,W
8268,57774,57774,0,E
8270,57778,57778,0,W
8271,57786,57786,0,E
8272,57788,57788,0,W
8275,57798,57798,0,E
8276,57798,57798,0,W
8277,57808,57808,0,W
8264,57759,57810,51,N
8261,57749,57810,61,S
8269,57777,57812,35,N
8267,57769,57812,43,S
8274,57795,57814,19,N
8273,57789,57814,25,S
8280,57813,57816,3,N
8278,57809,57816,7,S
8284,57829,57830,1,S
8285,57831,57832,1,N
8291,57849,57850,1,N
8290,57849,57850,1,S
8279,57810,57856,46,E
8281,57818,57856,38,W
8282,57822,57858,36,E
8283,57828,57858,30,W
8286,57834,57860,26,E
8287,57838,57860,22,W
8288,57846,57862,16,E
8289,57848,57862,14,W
8292,57858,57864,6,E
8293,57858,57864,6,W
8295,57868,57868,0,W
8297,57870,57870,0,E
8298,57878,57878,0,W
8299,57882,57882,0,E
8301,57888,57888,0,W
8303,57894,57894,0,E
8304,57898,57898,0,W
8306,57906,57906,0,E
8307,57908,57908,0,W
8294,57867,57916,49,N
8296,57869,57916,47,S
8300,57885,57918,33,N
8302,57889,57918,29,S
8305,57903,57920,17,N
8308,57909,57920,11,S
8311,57921,57922,1,N
8313,57929,57930,1,S
8316,57939,57940,1,N
8319,57949,57950,1,S
8321,57957,57958,1,N
8309,57918,57960,42,E
8310,57918,57960,42,W
8314,57930,57962,32,E
